CustomerID,Sex,Age,AccountDuration,AccountType,AverageMonthlySpending,InvestmentAccounts,FixedDeposits,MutualFunds,StockInvestments,BondInvestments,BalancedFunds,TaxSavings,TradingAccounts,SpecialtyFunds,CustomerStatus
10314,Male,34,5,Checking,1983.88,No,No,No,No,No,No,No,No,No,Active
10315,Female,31,4,Checking,2469.87,Yes,No,No,No,No,No,No,Yes,No,Active
10316,Female,63,4,Savings,2428.82,Yes,No,No,No,Yes,No,Yes,No,Yes,Active
10317,Female,58,5,Savings,2728.27,No,No,No,No,No,No,No,No,No,Active
10318,Male,44,4,Savings,1008.03,Yes,Yes,No,Yes,No,No,Yes,No,No,Active
10319,Male,66,2,Savings,2691.77,No,No,No,No,No,No,No,No,No,Active
10320,Female,62,11,Savings,3211.26,Yes,No,No,No,No,No,Yes,No,No,Active
10321,Female,20,10,Checking,771.61,No,No,No,No,No,No,No,No,No,Active
10322,Male,59,6,Savings,2179.4,No,No,No,No,No,No,No,No,No,Active
10323,Female,60,5,Investment,3992.05,Yes,No,No,No,Yes,No,No,No,No,Active
10324,Female,60,4,Checking,1696.72,No,No,No,No,No,No,No,No,No,Active
10325,Male,18,6,Savings,2878.53,Yes,No,Yes,No,Yes,No,No,Yes,No,Active
10326,Male,46,4,Savings,630.24,No,No,No,No,No,No,No,No,No,Active
10327,Female,32,8,Savings,600.13,Yes,Yes,No,No,No,No,Yes,Yes,No,Active
10328,Female,49,4,Checking,1759.61,No,No,No,No,No,No,No,No,No,Active
10329,Female,36,7,Checking,1223.3,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Active
10330,Female,26,9,Savings,2873.36,No,No,No,No,No,No,No,No,No,Active
10331,Female,52,5,Savings,1012.26,Yes,Yes,No,No,Yes,No,No,No,Yes,Active
10332,Male,65,4,Checking,3269.51,Yes,No,Yes,No,No,No,No,No,Yes,Active
10333,Male,40,4,Checking,807.38,Yes,No,No,No,Yes,No,No,No,No,Active
10334,Female,19,5,Checking,742.69,Yes,No,No,No,No,No,No,Yes,Yes,Active
10335,Female,55,6,Savings,2656.87,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Active
10336,Female,52,8,Checking,2463.94,Yes,Yes,No,No,No,No,No,No,Yes,Active
10337,Male,68,9,Fixed Deposit,325.25,Yes,No,No,No,Yes,No,No,No,Yes,Active
10338,Female,40,9,Investment,3128.76,No,No,No,No,No,No,No,No,No,Active
10339,Female,53,4,Checking,2544.82,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Active
10340,Male,37,4,Investment,1763.71,Yes,No,No,Yes,No,No,Yes,No,No,Active
10341,Female,72,5,Checking,1361.41,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Active
10342,Female,18,10,Checking,1848.2,No,No,No,No,No,No,No,No,No,Active
10343,Female,43,7,Checking,3387.17,Yes,No,No,No,Yes,No,No,No,No,Active
10344,Female,33,9,Savings,1213.33,Yes,Yes,No,No,Yes,No,Yes,No,No,Active
10345,Female,27,6,Fixed Deposit,642.09,Yes,No,Yes,No,Yes,No,Yes,No,No,Active
10346,Male,30,4,Savings,2547.39,Yes,Yes,No,Yes,No,No,Yes,No,No,Active
10347,Female,69,7,Savings,3091.05,Yes,No,Yes,No,No,No,No,No,No,Active
10348,Male,54,11,Savings,1284.2,Yes,No,No,Yes,Yes,No,No,No,No,Active
10349,Female,61,6,Investment,6779.62,Yes,No,No,No,Yes,No,No,No,No,Active
10350,Female,63,6,Savings,1395.3,Yes,Yes,No,No,No,No,Yes,No,No,Active
10351,Female,21,6,Savings,2983.18,No,No,No,No,No,No,No,No,No,Active
10352,Male,73,9,Checking,1785.52,Yes,Yes,No,No,No,Yes,No,No,No,Active
10353,Male,66,4,Savings,1907.84,Yes,Yes,No,No,Yes,No,No,No,Yes,Active
10354,Male,31,6,Savings,1559.78,Yes,No,No,No,Yes,No,Yes,No,No,Active
10355,Male,56,5,Checking,998.09,Yes,Yes,No,No,Yes,No,No,No,No,Active
10356,Male,65,11,Savings,2017.02,No,No,No,No,No,No,No,No,No,Active
10357,Female,48,7,Investment,5951.81,No,No,No,No,No,No,No,No,No,Active
10358,Male,34,6,Fixed Deposit,662.1,Yes,No,No,No,Yes,No,No,No,No,Active
10359,Male,35,6,Savings,2670.02,Yes,No,No,No,Yes,Yes,No,No,No,Active
10360,Female,60,7,Investment,6020.92,Yes,No,Yes,No,No,No,Yes,No,No,Active
10361,Female,74,4,Checking,2029.56,Yes,No,No,No,No,No,No,No,Yes,Active
10362,Male,50,7,Savings,2482.47,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Active
10363,Male,49,9,Savings,2444.34,Yes,No,No,No,No,No,Yes,No,No,Active
10364,Male,52,9,Savings,2499.66,Yes,No,No,No,No,Yes,No,No,Yes,Active
10365,Male,42,6,Investment,2018.79,Yes,No,Yes,No,No,Yes,No,No,No,Active
10366,Male,23,4,Checking,974.92,Yes,No,No,No,Yes,Yes,No,No,No,Active
10367,Male,48,6,Savings,3427.01,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Active
10368,Male,50,6,Fixed Deposit,582.98,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Active
10369,Female,20,10,Savings,2724.51,No,No,No,No,No,No,No,No,No,Active
10370,Female,52,8,Checking,2323.97,Yes,No,No,No,No,No,Yes,No,No,Active
10371,Male,71,7,Checking,2350.44,Yes,No,No,No,No,No,No,No,No,Active
10372,Male,42,7,Checking,654.5,No,No,No,No,No,No,No,No,No,Active
10373,Female,61,6,Savings,940.93,Yes,No,No,Yes,No,No,No,No,No,Active
10374,Female,52,10,Savings,2489.57,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Active
10375,Female,50,5,Checking,1232.18,Yes,No,Yes,No,Yes,No,No,No,No,Active
10376,Male,66,8,Savings,1238.63,Yes,No,No,Yes,Yes,No,No,No,No,Active
10377,Female,64,6,Checking,888.43,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Active
10378,Male,32,8,Checking,1925.83,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Active
10379,Male,25,7,Savings,3334.04,No,No,No,No,No,No,No,No,No,Active
10380,Female,59,5,Fixed Deposit,341.22,Yes,No,No,No,Yes,Yes,Yes,No,No,Active
10381,Female,37,3,Savings,2062.91,Yes,No,No,No,No,No,No,Yes,No,Active
10382,Male,22,6,Savings,437.63,No,No,No,No,No,No,No,No,No,Churned
10383,Male,51,2,Savings,920.72,No,No,No,No,No,No,No,No,No,Active
10384,Female,56,7,Investment,3333.26,Yes,No,No,No,No,No,No,No,Yes,Active
10385,Male,46,4,Loan,967.89,Yes,No,No,No,No,Yes,Yes,Yes,No,Active
10386,Male,53,4,Checking,1030.09,Yes,No,Yes,No,No,No,No,No,No,Active
10387,Female,73,4,Loan,2791.44,Yes,No,Yes,No,Yes,No,No,Yes,No,Active
10388,Male,21,3,Savings,2254.08,No,No,No,No,No,No,No,No,No,Active
10389,Female,29,8,Savings,658.16,No,No,No,No,No,No,No,No,No,Active
10390,Male,32,7,Checking,343.77,No,No,No,No,No,No,No,No,No,Active
10391,Female,70,3,Checking,1169.85,No,No,No,No,No,No,No,No,No,Active
10392,Female,39,3,Investment,2378.11,Yes,Yes,No,No,No,Yes,No,No,No,Active
10393,Female,59,8,Checking,1192.65,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Active
10394,Male,56,7,Investment,3447.57,No,No,No,No,No,No,No,No,No,Active
10395,Male,69,3,Checking,1924.53,No,No,No,No,No,No,No,No,No,Active
10396,Male,36,7,Investment,7616.4,No,No,No,No,No,No,No,No,No,Active
10397,Male,23,6,Savings,1455.38,No,No,No,No,No,No,No,No,No,Active
10398,Male,40,4,Savings,2806.34,No,No,No,No,No,No,No,No,No,Active
10399,Male,66,3,Savings,2972.72,No,No,No,No,No,No,No,No,No,Active
10400,Female,62,5,Investment,4987.64,Yes,No,No,No,Yes,No,No,No,No,Active
10401,Female,60,1,Savings,3141.03,No,No,No,No,No,No,No,No,No,New
10402,Male,41,6,Savings,443.96,No,No,No,No,No,No,No,No,No,Churned
10403,Female,19,5,Savings,455.75,No,No,No,No,No,No,No,No,No,Active
10404,Male,53,6,Savings,1319.1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Active
10405,Female,30,5,Checking,2699.38,No,No,No,No,No,No,No,No,No,Active
10406,Female,30,6,Checking,1670.12,No,No,No,No,No,No,No,No,No,Active
10407,Male,60,8,Investment,5057.75,No,No,No,No,No,No,No,No,No,Active
10408,Female,29,8,Investment,7165.9,Yes,No,No,Yes,No,No,No,No,No,Active
10409,Female,54,4,Checking,304.58,No,No,No,No,No,No,No,No,No,Active
10410,Male,18,9,Savings,391.15,No,No,No,No,No,No,No,No,No,Active
10411,Female,73,10,Savings,1773.65,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Active
10412,Male,25,5,Savings,740.73,No,No,No,No,No,No,No,No,No,Active
10413,Male,55,4,Checking,678.64,No,No,No,No,No,No,No,No,No,Active
10414,Male,34,4,Investment,5697.73,Yes,Yes,No,No,No,No,No,Yes,No,Active
10415,Female,60,11,Investment,2446.68,Yes,No,Yes,No,No,No,No,No,No,Active
10416,Male,69,8,Savings,1674.83,No,No,No,No,No,No,No,No,No,Active
10417,Female,24,6,Savings,3181.75,No,No,No,No,No,No,No,No,No,Active
10418,Female,53,9,Savings,892.03,Yes,No,No,Yes,Yes,No,No,No,No,Active
10419,Male,62,7,Checking,2077.18,Yes,No,No,No,No,Yes,No,No,Yes,Active
10420,Male,37,3,Savings,474.46,No,No,No,No,No,No,No,No,No,Active
10421,Female,28,3,Savings,1937.69,No,No,No,No,No,No,No,No,No,Active
10422,Female,50,6,Savings,1515.98,No,No,No,No,No,No,No,No,No,Active
10423,Male,43,5,Savings,1810.5,Yes,No,Yes,No,No,No,No,Yes,No,Active
10424,Female,58,5,Savings,2626.62,Yes,No,Yes,No,Yes,No,Yes,No,No,Active
10425,Female,42,10,Checking,2961.18,No,No,No,No,No,No,No,No,No,Active
10426,Female,31,6,Investment,6330.17,No,No,No,No,No,No,No,No,No,Active
10427,Female,69,5,Savings,844.67,No,No,No,No,No,No,No,No,No,Active
10428,Male,46,4,Investment,5322.13,Yes,No,No,No,Yes,No,No,No,No,Active
10429,Female,67,8,Investment,5865.45,No,No,No,No,No,No,No,No,No,Active
10430,Male,32,4,Loan,2814.88,No,No,No,No,No,No,No,No,No,Active
10431,Male,56,6,Investment,2003.08,Yes,No,Yes,No,Yes,Yes,No,No,No,Active
10432,Female,27,7,Checking,2384.09,No,No,No,No,No,No,No,No,No,Active
10433,Male,54,8,Checking,1396.75,No,No,No,No,No,No,No,No,No,Active
10434,Male,52,6,Savings,407.76,Yes,No,No,No,No,Yes,No,No,No,Active
10435,Male,28,5,Investment,6837.11,Yes,No,Yes,Yes,No,No,No,No,No,Active
10436,Female,72,4,Savings,1016.98,No,No,No,No,No,No,No,No,No,Active
10437,Male,36,5,Savings,1766.49,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Active
10438,Male,62,4,Fixed Deposit,917.25,Yes,Yes,No,No,No,No,No,No,No,Active
10439,Female,26,10,Checking,2893.02,No,No,No,No,No,No,No,No,No,Active
10440,Male,18,7,Savings,1106.7,No,No,No,No,No,No,No,No,No,Active
10441,Female,20,8,Savings,2094.37,No,No,No,No,No,No,No,No,No,Active
10442,Female,33,8,Investment,1797.15,Yes,No,No,No,Yes,No,Yes,Yes,No,Active
10443,Female,18,5,Investment,5143.57,Yes,No,No,No,No,Yes,No,Yes,Yes,Active
10444,Female,33,6,Savings,1520.33,Yes,No,No,No,Yes,No,No,Yes,No,Churned
10445,Male,48,4,Savings,1272.34,No,No,No,No,No,No,No,No,No,Active
10446,Male,35,9,Savings,1031.03,Yes,No,Yes,Yes,No,No,No,No,Yes,Active
10447,Male,31,9,Checking,2259.32,Yes,No,No,No,No,Yes,No,Yes,No,Active
10448,Female,38,7,Checking,2278.59,Yes,No,No,No,No,No,No,Yes,No,Active
10449,Male,48,4,Checking,3200.68,Yes,No,No,Yes,Yes,No,No,Yes,No,Active
10450,Female,43,7,Savings,3469.74,Yes,No,No,Yes,Yes,Yes,No,No,No,Active
10451,Male,47,4,Loan,2655.15,No,No,No,No,No,No,No,No,No,Active
10452,Female,74,5,Checking,2704.13,Yes,No,Yes,No,No,No,Yes,No,No,Active
10453,Female,26,1,Savings,1605.7,No,No,No,No,No,No,No,No,No,New
10454,Female,56,1,Investment,4903.59,Yes,No,No,No,Yes,Yes,Yes,No,No,New
10455,Male,19,7,Investment,5523.07,Yes,No,No,No,No,Yes,Yes,Yes,No,Active
10456,Male,34,10,Savings,442.94,Yes,Yes,Yes,No,No,No,Yes,No,No,Churned
10457,Male,48,7,Savings,2869.81,Yes,No,Yes,Yes,No,No,No,No,Yes,Active
10458,Male,22,8,Investment,5568.43,Yes,No,No,No,No,No,No,No,Yes,Active
10459,Female,27,5,Savings,2767.07,No,No,No,No,No,No,No,No,No,Active
10460,Male,42,6,Savings,2195.72,Yes,No,Yes,No,No,No,No,No,No,Active
10461,Male,63,5,Investment,3350.45,No,No,No,No,No,No,No,No,No,Active
10462,Male,26,4,Savings,1361.95,No,No,No,No,No,No,No,No,No,Active
10463,Male,45,6,Checking,2969.91,Yes,No,No,No,No,No,Yes,No,No,Active
10464,Male,47,3,Checking,2782.56,Yes,No,No,Yes,Yes,No,Yes,No,No,Active
10465,Female,36,4,Fixed Deposit,327.5,No,No,No,No,No,No,No,No,No,Active
10466,Male,28,7,Savings,2795.84,No,No,No,No,No,No,No,No,No,Active
10467,Female,27,10,Savings,2116.36,No,No,No,No,No,No,No,No,No,Active
10468,Female,65,6,Savings,1138.05,Yes,No,No,No,No,Yes,No,No,No,Active
10469,Male,71,5,Checking,3358.57,Yes,No,No,No,No,Yes,No,No,No,Churned
10470,Male,52,3,Checking,2430.71,No,No,No,No,No,No,No,No,No,Active
10471,Male,67,2,Checking,365.14,No,No,No,No,No,No,No,No,No,Active
10472,Female,49,8,Savings,2762.42,No,No,No,No,No,No,No,No,No,Active
10473,Female,37,6,Checking,2281.25,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Active
10474,Female,61,8,Savings,2880.2,Yes,No,No,No,No,No,No,No,No,Active
10475,Male,54,5,Investment,1999.89,Yes,No,No,No,Yes,No,No,No,No,Active
10476,Female,23,7,Fixed Deposit,983.53,Yes,No,Yes,No,Yes,Yes,No,No,No,Active
10477,Male,71,8,Checking,1180.89,Yes,No,Yes,No,No,Yes,No,No,Yes,Active
10478,Male,22,9,Checking,3003.27,No,No,No,No,No,No,No,No,No,Churned
10479,Female,56,7,Savings,3201.26,Yes,No,Yes,No,No,Yes,No,No,Yes,Active
10480,Male,26,3,Savings,2210.43,No,No,No,No,No,No,No,No,No,Active
10481,Female,73,6,Checking,2775.92,Yes,Yes,No,No,No,Yes,No,No,Yes,Active
10482,Female,28,7,Savings,983.53,No,No,No,No,No,No,No,No,No,Active
10483,Male,48,7,Savings,326.42,No,No,No,No,No,No,No,No,No,Active
10484,Male,48,4,Checking,2751.6,Yes,Yes,Yes,No,Yes,No,No,No,No,Churned
10485,Male,18,6,Investment,6404.98,Yes,No,No,No,No,No,Yes,No,No,Active
10486,Female,36,6,Checking,1741.71,Yes,No,No,No,Yes,Yes,Yes,No,No,Active
10487,Female,42,6,Checking,3488.24,Yes,No,No,No,No,No,Yes,No,No,Active
10488,Male,51,6,Investment,4514.8,No,No,No,No,No,No,No,No,No,Active
10489,Male,36,10,Savings,2669.14,No,No,No,No,No,No,No,No,No,Active
10490,Female,33,7,Checking,1086.2,No,No,No,No,No,No,No,No,No,Active
10491,Female,32,4,Checking,1567.45,Yes,Yes,No,Yes,No,No,No,No,No,Active
10492,Male,66,8,Investment,6712.21,No,No,No,No,No,No,No,No,No,Active
10493,Male,62,7,Checking,2845.39,No,No,No,No,No,No,No,No,No,Active
10494,Male,58,5,Savings,1291.18,Yes,No,No,Yes,No,No,No,No,Yes,Active
10495,Male,43,4,Savings,3310.46,Yes,No,Yes,Yes,No,No,No,No,No,Active
10496,Male,55,4,Loan,1923.43,Yes,No,Yes,No,Yes,Yes,No,No,No,Active
10497,Male,73,5,Checking,3400.34,No,No,No,No,No,No,No,No,No,Active
10498,Female,36,4,Fixed Deposit,694.63,Yes,No,Yes,Yes,No,Yes,No,No,No,Active
10499,Male,69,4,Savings,3463.6,Yes,Yes,No,No,Yes,No,No,No,Yes,Active
10500,Male,23,8,Checking,1709.88,No,No,No,No,No,No,No,No,No,Active
10501,Female,72,5,Savings,470.4,No,No,No,No,No,No,No,No,No,Active
10502,Male,31,6,Checking,974.3,Yes,No,No,No,Yes,Yes,Yes,No,No,Active
10503,Male,62,4,Savings,2400.81,Yes,No,No,No,No,Yes,No,No,No,Active
10504,Female,70,4,Checking,1473.11,Yes,No,No,No,No,No,Yes,No,No,Active
10505,Male,74,6,Savings,1194.52,Yes,No,Yes,No,Yes,Yes,No,No,No,Active
10506,Female,48,10,Savings,2093.7,Yes,No,No,No,Yes,No,Yes,Yes,No,Active
10507,Male,63,6,Savings,3226.51,Yes,No,No,No,No,No,No,No,No,Active
10508,Female,19,5,Fixed Deposit,535.47,Yes,No,No,No,No,No,No,No,Yes,Active
10509,Male,39,10,Checking,1994.86,Yes,Yes,No,Yes,No,No,Yes,No,No,Active
10510,Male,72,7,Investment,2233.45,Yes,No,No,No,Yes,Yes,No,No,Yes,Active
10511,Male,28,6,Checking,3383.35,Yes,No,No,No,No,No,Yes,No,No,Active
10512,Male,37,6,Checking,630.1,Yes,No,Yes,Yes,No,Yes,No,No,No,Active
10513,Male,54,6,Savings,1225.62,Yes,No,No,No,Yes,No,No,No,No,Active
10514,Male,30,4,Checking,1380.21,No,No,No,No,No,No,No,No,No,Active
10515,Female,56,5,Investment,6163.08,Yes,Yes,Yes,No,No,No,No,No,No,Active
10516,Male,29,3,Savings,1080.13,No,No,No,No,No,No,No,No,No,Active
10517,Female,29,9,Savings,3307.3,Yes,No,No,No,No,No,No,No,Yes,Active
10518,Male,29,10,Checking,552.98,No,No,No,No,No,No,No,No,No,Active
10519,Female,27,2,Checking,2757.13,No,No,No,No,No,No,No,No,No,Active
10520,Female,64,6,Savings,3452.58,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Active
10521,Male,28,6,Savings,2441.55,No,No,No,No,No,No,No,No,No,Active
10522,Male,74,3,Checking,3379.42,No,No,No,No,No,No,No,No,No,Active
10523,Male,46,3,Investment,4822.06,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Active
10524,Male,32,6,Savings,3243.9,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Active
10525,Male,18,4,Savings,2387.29,Yes,No,No,No,Yes,No,Yes,No,No,Active
10526,Female,58,11,Savings,2294.33,Yes,No,No,No,Yes,No,No,No,No,Churned
10527,Male,19,5,Savings,680.11,No,No,No,No,No,No,No,No,No,Active
10528,Female,51,6,Savings,1873.14,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Active
10529,Female,46,5,Savings,2283.85,Yes,Yes,Yes,No,No,No,No,Yes,No,Active
10530,Male,74,6,Investment,6265.07,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Active
10531,Female,45,7,Savings,2806.23,No,No,No,No,No,No,No,No,No,Active
10532,Female,53,5,Fixed Deposit,559.04,Yes,No,No,Yes,Yes,No,No,No,No,Active
10533,Male,62,7,Savings,3044.2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Active
10534,Male,63,7,Checking,1171.04,Yes,No,No,No,No,No,Yes,Yes,Yes,Active
10535,Male,54,4,Fixed Deposit,240.78,Yes,Yes,No,No,Yes,Yes,No,No,No,Active
10536,Female,37,5,Savings,2777.6,Yes,No,Yes,Yes,No,No,No,No,No,Active
10537,Male,25,9,Checking,1941.6,No,No,No,No,No,No,No,No,No,Active
10538,Female,49,3,Investment,3745.41,Yes,No,Yes,No,Yes,Yes,No,No,No,Active
10539,Male,60,9,Savings,2536.66,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Active
10540,Female,61,7,Investment,2162.95,Yes,No,No,Yes,No,No,Yes,No,Yes,Active
10541,Male,41,4,Savings,1660.07,No,No,No,No,No,No,No,No,No,Active
10542,Male,23,8,Savings,1140.49,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Active
10543,Female,18,7,Checking,3033.53,No,No,No,No,No,No,No,No,No,Active
10544,Female,49,6,Investment,5442.88,Yes,Yes,No,Yes,Yes,No,No,No,No,Active
10545,Male,29,9,Savings,2818.19,No,No,No,No,No,No,No,No,No,Active
10546,Female,56,4,Savings,3372.94,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Active
10547,Male,60,5,Checking,3171.49,Yes,No,No,No,Yes,No,No,No,No,Active
10548,Male,64,6,Savings,2490.59,Yes,No,No,Yes,No,No,No,Yes,No,Active
10549,Female,32,6,Checking,2374.73,No,No,No,No,No,No,No,No,No,Active
10550,Male,52,5,Checking,829.21,Yes,No,Yes,No,No,Yes,No,No,No,Active
10551,Female,54,8,Savings,1473.02,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Active
10552,Male,63,4,Savings,2964.24,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Active
10553,Male,27,9,Savings,653.26,Yes,No,No,Yes,No,Yes,No,No,No,Active
10554,Male,34,6,Investment,2783.53,Yes,No,No,Yes,No,No,Yes,No,No,Active
10555,Male,38,5,Fixed Deposit,300.37,Yes,No,No,No,No,Yes,Yes,Yes,No,Active
10556,Female,24,9,Savings,2941.8,No,No,No,No,No,No,No,No,No,Churned
10557,Female,23,7,Checking,1473.34,No,No,No,No,No,No,No,No,No,Active
10558,Male,26,3,Fixed Deposit,384.25,Yes,No,No,No,Yes,No,No,Yes,No,Active
10559,Female,71,5,Savings,1622.49,Yes,No,No,No,No,No,No,Yes,Yes,Active
10560,Male,45,9,Checking,2355.92,Yes,No,Yes,No,No,No,No,No,Yes,Active
10561,Male,42,6,Investment,1923.79,Yes,No,Yes,No,No,No,No,No,No,Active
10562,Female,41,6,Investment,5056.62,Yes,No,No,No,No,No,Yes,Yes,No,Active
10563,Female,51,2,Savings,1700.54,No,No,No,No,No,No,No,No,No,Active
10564,Female,22,5,Checking,2916.67,No,No,No,No,No,No,No,No,No,Active
10565,Male,32,9,Checking,1430.94,No,No,No,No,No,No,No,No,No,Active
10566,Female,70,4,Checking,3459.78,No,No,No,No,No,No,No,No,No,Active
10567,Male,64,8,Savings,2804.44,Yes,No,No,No,No,No,No,No,No,Active
10568,Female,31,8,Investment,7478.63,Yes,No,No,No,Yes,No,No,No,No,Active
10569,Female,62,9,Checking,1907.54,Yes,No,Yes,No,No,No,No,Yes,No,Active
10570,Male,32,8,Savings,469.44,Yes,No,No,No,Yes,No,No,Yes,Yes,Active
10571,Female,22,6,Savings,2860.41,No,No,No,No,No,No,No,No,No,Active
10572,Male,36,2,Savings,640.81,No,No,No,No,No,No,No,No,No,Active
10573,Female,27,2,Investment,5160.87,Yes,No,No,No,Yes,No,Yes,No,Yes,Active
10574,Female,45,7,Investment,3849.41,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Active
10575,Female,19,7,Fixed Deposit,915.09,Yes,No,No,Yes,No,Yes,No,Yes,No,Active
10576,Female,70,4,Savings,3029.39,Yes,No,No,No,Yes,No,Yes,No,No,Active
10577,Male,42,11,Investment,7396.4,Yes,No,No,Yes,No,No,No,No,No,Active
10578,Male,30,6,Savings,2275.47,Yes,No,No,No,Yes,No,No,No,Yes,Active
10579,Female,51,9,Checking,2035.11,Yes,No,No,No,Yes,Yes,No,No,Yes,Active
10580,Female,54,8,Checking,446.35,No,No,No,No,No,No,No,No,No,Active
10581,Male,69,7,Loan,1682.62,Yes,No,No,No,No,No,No,No,Yes,Active
10582,Female,57,5,Investment,5746.36,No,No,No,No,No,No,No,No,No,Active
10583,Female,39,7,Investment,4925.77,Yes,No,Yes,No,No,No,Yes,No,No,Active
10584,Female,22,5,Savings,1397.34,Yes,No,No,Yes,No,No,No,No,No,Active
10585,Female,51,8,Checking,2432.62,Yes,No,Yes,No,No,Yes,Yes,No,No,Active
10586,Female,56,5,Savings,1537.88,Yes,No,No,No,Yes,No,Yes,No,No,Active
10587,Male,55,3,Checking,2939.7,No,No,No,No,No,No,No,No,No,Active
10588,Male,24,5,Savings,1355.23,No,No,No,No,No,No,No,No,No,Churned
10589,Male,33,4,Savings,2327.23,No,No,No,No,No,No,No,No,No,Active
10590,Female,18,5,Checking,1220.24,No,No,No,No,No,No,No,No,No,Active
10591,Female,72,7,Checking,1535.12,No,No,No,No,No,No,No,No,No,Active
10592,Female,56,7,Checking,1270.16,No,No,No,No,No,No,No,No,No,Active
10593,Male,28,6,Checking,1246.51,Yes,No,No,No,No,No,Yes,Yes,No,Active
10594,Female,30,2,Savings,1333.28,No,No,No,No,No,No,No,No,No,Active
10595,Female,51,6,Savings,364.15,Yes,No,No,Yes,Yes,Yes,No,No,No,Active
10596,Male,32,6,Savings,1592.6,No,No,No,No,No,No,No,No,No,Active
10597,Male,57,3,Checking,3421.15,No,No,No,No,No,No,No,No,No,Active
10598,Female,50,9,Checking,3213.91,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Active
10599,Male,70,9,Checking,823.72,Yes,No,No,No,No,No,Yes,No,Yes,Active
10600,Female,71,7,Savings,2727.71,Yes,No,Yes,No,No,No,No,No,No,Active
10601,Female,44,7,Fixed Deposit,854.05,No,No,No,No,No,No,No,No,No,Active
10602,Female,55,4,Checking,1887.52,No,No,No,No,No,No,No,No,No,Active
10603,Female,74,9,Checking,2263.85,Yes,Yes,Yes,No,No,No,Yes,No,No,Active
10604,Male,43,3,Savings,524.6,No,No,No,No,No,No,No,No,No,Churned
10605,Male,49,4,Investment,1830.09,Yes,No,No,No,Yes,No,No,Yes,Yes,Active
10606,Female,23,4,Savings,507.8,Yes,No,No,No,No,No,Yes,No,No,Active
10607,Male,62,10,Savings,3067.2,Yes,No,No,No,Yes,No,Yes,No,No,Active
10608,Female,36,6,Savings,2969.41,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Active
10609,Male,47,2,Checking,1976.71,No,No,No,No,No,No,No,No,No,Active
10610,Female,19,8,Savings,535.6,No,No,No,No,No,No,No,No,No,Active
10611,Female,40,3,Checking,1641.81,Yes,No,No,No,No,Yes,No,Yes,No,Active
10612,Male,69,8,Loan,1422.65,No,No,No,No,No,No,No,No,No,Active
10613,Male,33,10,Investment,6900.86,No,No,No,No,No,No,No,No,No,Active
10614,Female,62,10,Savings,1662.56,Yes,No,No,No,No,Yes,Yes,No,No,Active
10615,Male,59,5,Checking,2745.74,Yes,No,No,No,Yes,Yes,Yes,No,No,Active
10616,Male,30,2,Checking,705.02,No,No,No,No,No,No,No,No,No,Active
10617,Male,64,7,Investment,3361.32,Yes,Yes,No,No,Yes,No,No,No,Yes,Active
10618,Male,27,6,Loan,1675.48,No,No,No,No,No,No,No,No,No,Active
10619,Male,64,4,Investment,2075.16,Yes,No,Yes,Yes,No,No,Yes,No,No,Active
10620,Male,37,6,Investment,7170.32,Yes,No,Yes,No,Yes,No,Yes,No,No,Active
10621,Female,22,6,Fixed Deposit,496.95,Yes,No,No,No,No,No,Yes,Yes,Yes,Active
10622,Male,60,6,Checking,3389.03,Yes,No,No,Yes,No,Yes,Yes,No,No,Active
10623,Male,25,6,Investment,6122.66,Yes,No,No,Yes,No,No,No,No,No,Active
10624,Female,72,10,Checking,395.53,Yes,No,No,No,No,No,No,Yes,Yes,Churned
10625,Male,37,10,Savings,1429.64,No,No,No,No,No,No,No,No,No,Active
10626,Female,71,8,Investment,7984.01,Yes,No,No,No,No,No,No,No,No,Active
10627,Male,48,6,Checking,1842.53,No,No,No,No,No,No,No,No,No,Active
